@relation all-weka.filters.unsupervised.attribute.NominalToString-Cfirst-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute text string
@attribute class {-1,1}

@data
deðiþik,-1
'bursasporun takim otobusu yenibosnaya girerse boyle olur amk',-1
'sonra ben aklýna geliyim salakça gülümse',-1
'bu kadar laf sokmama gerek yoktu ama napim ona karþý sürekli göt etme isteði geliyo abi engel olamýyorum kendime fjdndndnnd',-1
'ah annem babam niye zorla evlendiriyorsunuz beni ',-1
'çünkü þuan yaþamýyor gibiyim baþka alemlere bir uðradý beynim artýk eminimeskiden seven sonradan sevmez olduysa buna sadece hüzünlenilir',-1
'hepinizden tiksiniyorum httptco4vcjvew9nv',-1
'her 10 dakikada bir aramasa ahmet iyi çocuk aslýnda',-1
'siz beni sevseniz nolur sevmeseniz nolur be amýnakoduklarým',-1
'cevap vermiyoruz diye fame diyolar allaamm',-1
'hazýr mýsýnýz orospu çocuðu ankaraguclulerin masum 1 2 beþiktaþ taraftarindan alýnmýþ atkisiyla fotoðraf cektirmesine ?',-1
'çok rüzgarlý hava yaa gece yoðun geçeceðe benziyor yine ',-1
'benim kumarda ki þansým aþkta olsaydý þuan dört yýlýmýzý doldurmuþtuk ',-1
'bizi üzen bok yesin',-1
'umutlar kaybedilir hayaller yýkýlýrbelkide mutluluk bir beklentinin olmamasýdýr',-1
'poof sýkýntýdan ölcem',-1
'bu kadar hoyrat olunmaz ki',-1
'madem sigara zararli o zaman ne sikime ortaya cikariyosunuzkafamda deli sorularr ¿ ?',-1
'sevmediðim bütün kýzlar orospu',-1
'vay amk izmir akp nin kalesi olacakmýþ',-1
'bu davutoðlu ne dediðini þaþýrdý iyice',-1
'1430 da inmiþ bir uçak ! istanbul trafik çilesihala yollarda eve ulaþamýyaxaðým sanýrým',-1
'seninle oturup kahve içeceðime zehir içerim gereksiz ',-1
'kabul edelim büyümek hiç iyi bir fikir deðildi',-1
'ya sen kim köpeksin davutoðlu izmir hickimsenin kalesi degilmis izmir cumhuriyetin kalesi olum aklini alirlar burda',-1
'izmir de bugun bunlari alkislayan ve destekleyen yavsaklarda defolsun gitsin bence aramizda vatan haini istemiyoruz httptco1wvov856j2',-1
'bize sabahlar olmamalý  ? ? ? ? ? ? at cookshoptr in istanbul türkiye httpstcowsqovrdwwq httptconvofdr5g5g',-1
'tek bi þey için aglanmaz birikmistir o',-1
'parasý neyse verelim de youtubenin mobil uygulamasý arka plandada çalýþsýn yeter',-1
'bundan 1 hafta sonra yarýnoff okul baþlýyoyinemi okul mk ne çabuk bitti tatil bla bla',-1
'olum takip ediyonuzda niye favlamiyonuz la totoslar',-1
'aða babanýz da þaþýrtamadý kendisi iyi bilir',-1
'geçmiþ baþýna bela olur ya bazen anlamsýzca  ? ?',-1
'ey meclistekiler ve saraydakiler iktidar ve mmuhalefet ayasofyayi ne zaman gündeme alacaksiniz  ! ? !',-1
'tatildeyiz dersler nasil diyolar ya yapmayin su guzelim tatilde ',-1
'cumartesi günümü mahvettin caným misafir ? ?',-1
'sana gitme demeyeceðim ama gitme',-1
'ulan az kalsýn düþünüyodu yaa bak üzüldüm þimdi',-1
'çalýþ çalýþ nereye kadar acep  ? sýkýldýk ya la  ? ? ? ? ? ? httptcomsr2km8il2',-1
'imamin cemaatin onune gectigi yer helal olmalidir',-1
'hirsizlik parasiyla allah evicamimescit yapilmaz',-1
'bu dünya dayanma dünyasýdýr darýlma dünyasý deðildir diyeceksiniz httptcotweieuc8fn',-1
'susarken bu kadar yorulabilir miydi bi insan ?',-1
'14 subat mi bsy yapiyoduk ama napyoduk unuttuk',-1
'yaþattýðýnýzý yaþayýn yanýnýzda olmasýn dost bildikleriniz bir nasýlsýna muhtaç kalýn',-1
'aþk yeniden karýþmayýn bana benim hayatým benim kararým',-1
'vay be ne gündü hiçbir þey olmadý yine',-1
'rahatýmý erdogan bile bozamaz httptcoasezhmltyf',-1
'demek nazar ve büyü var',-1
'ne zormuþ seni sevmek sol yaným paramparça',-1
'iþiniz gücünüz artistlik',-1
'düðünlere gittikçe evlilikten soðuyorum',-1
'pazartesi dedigim olmassa hocaya gitcem bir insanin dediginin hep tersi olur mu  ?hem gulunecek hemde aglanacak durum bu olsa gerek',-1
'ölmen dileðiyle siktir git  ? ?',-1
'siqaram bitti umutlarým da bitti',-1
'sürünüyorumdan taraftar marþý yapar gibi hiç ettin sevgimi ajhsahhsnaahbaha kamyon alýp arkasýna yazdýrcam',-1
'iyi olanýn canýný yakýyorlar bu bok dünyada',-1
'heralde göremezsin cunku eskisi gibi sevmiyorsun',-1
'ya ben yolda gördüðüm yalnýz yaþlý teyze icin bile saatlerce aðlayabilecek bi insaným nolur beni kýrmayýn yaaaa ',-1
'ne de komik kýskançlýklar bunlar',-1
'baktým çözülecek gibi deðildi bir düðümde ben attým',-1
'bilmem ki kuþlar bu hengamenin neresine uçar  ?',-1
'okþayan elin kýymetini bilmeyenler tekmeleyen ayaðý öperler',-1
'ben uzaðý göremiyorumgözümün önünden ayrýlma',-1
'siz gülmekten aðlayan mutlu insanlarsýnýz biz aðlamanýn ortasýnda kahkaha atan deliler',-1
'ay nerden açtim haberleri ne güzel görmemiþtim bunlarin deli deli söylediklerini biri izmir de öbürü iþamdamlarina konuþmuþ',-1
'çalýþ çalýþ nereye kadar halkapýnar metro istasyonu in izmir türkiye httpstcoapgcgwnspa',-1
'yeminlen bunaldým',-1
'zamanla geçer diyosun sonra bir bakýyosun adým atmaya gücün kalmamýþ',-1
'bilgisayar muhendisi atasehirde intihar etmis sonumuz bole mi olucakti ',-1
'deðiþti çünkü çok deðer verdin',-1
'napýyon ve napýyorsun arasýnda dünyalar kadar samimiyet farký var',-1
'cumhurbaþkaný anayasaya uymuyor oluyor metal iþçileri bakanlar kurulu keyfi kararýna uymasada olur',-1
'ben matematikten 40 net yapmak için ölesiye ders çalýþýp üstünede seni seviyorsam dur bi düþün niye ben diye bi düþün',-1
'tez çalýþmasý biterse ben kaçarým ama bazen ayrýlýklar zor oluyor  ? ? niðde þehirlerarasý otobüs terminali httpstcogjfaimlqmz',-1
'hande yener napiyosun diye sarki yaparsa sasirmam',-1
'iki yüzlülük adýn olmuþ olum dikkat et  ? ? ? ?',-1
'herþey kötüye gitmek zorunda mý ?',-1
'kadýnýn özgürleþmesi bedenini sergileyebilme özgünlüðü ile eþ tutulmamalý',-1
'benim tarzým düþünebilmek',-1
'sende türban taktýn diye namuslu',-1
'o küpe taktý diye top olmadý',-1
'sende tesbih salladýn diye adam',-1
'asosyal deðilim evi seviyorum salak mýsýn düzgün konuþ',-1
'her þeyi kontrol edemezsin bazen boþvermelisin',-1
'kendinize alýþtýrýp gidiyosunuz ayýp',-1
'guvenmiyorum iyi niyetimiz bile kotu aq',-1
'ailecek sana sinir oluyoruz caným',-1
'yalnýz hissetmiyorum öyle hissettiriyorlar',-1
'ciddiligimi bozmasana httptcoobndxdylm2',-1
'yola çýktýklarýnýzý yolda bulduklarýnýza degismeyin yoksa yolunuzu kaybedersiniz',-1
'herkes birbirinin salakca fotoðrafýný saklayarak onlarin arkasinda pusuya yatmis amk dostluga bak be',-1
'temizlik þart oldu',-1
'ruh halim caným sýkýlýyor ama hiçbir þey yapmak istemiyorum',-1
'bi de dost rolleriniz yok mu abv',-1
'okþayan elleri ýsýrýr tekmeleyen ayaklarý öpersin sen nankör ! ! !',-1
'gerçek ask kayboldugunda hayatin anlamida kaybolurmus',-1
'alkollüyken söylediklerini ayýkken tokat niyetine suratýna çarpmak diye bir seçenek de var tabi  ? ?',-1
'imamlarin osurmamasi gerekir ! ! !',-1
'aksi halde sonuc belli ! ! !',-1
'arkadaþ diye nitelendirdiðimiz kiþiler konuþmak istediði kiþi mesaj attýðý zaman seni takmazlar ama yalnýz kalsýnlar ota boka gülerler  ? ?',-1
'gülün dikeni',-1
'sizin için yabtým aptallar httptco0goptn3kvl',-1
'mutsuz ',-1
'beklemekten býktým',-1
'patlýcanýn reçel olduðu þu dünyada senden bir bok olmayacak ona üzülüyorum',-1
'elinde akoj var koz girmiyon malmýsýn amk',-1
'cývýk bir iliþki yaþayacaðýma kaliteli bir yalnýzlýk yaþarým daha iyi',-1
'birine alýþýrsýn ve diðerleri artýk fazlalýk gelir',-1
'eve geldim ve gördüðüm tablo kedim 5kattan atlamýþ kafayý yicem amk',-1
'bir siyasetçi neden aðlar',-1
'uður dündar ýn ne olduðunu görmüþ ve anlamýþ olduk tohumu nerden geliyor acaba',-1
'zor gunler bekler bizi artýk',-1
'neden hep ayný anda  ? bu tesadüf mü þimdi yani  ?',-1
'bugün gök yüzünde deðil gözümde bulut var',-1
'seni ben ellere çevrimiçi olasýn diye mi sevdim  ?',-1
'þu an ulkenin yönetiminde söz sahibi olan baþta baþbakan ve cumhurbaþkaný olmak uzere tüm bakanlar beni ve düþüncelerimi temsil etmiyorlar',-1
'kýzlara konu bul denmez beyler',-1
'yanlýþlýkla favladýktan sonra yaþadýðým stres yüzünden 10 yaþ yaþlandým  ? ?',-1
'ey türk milleti üstte gök çökmedikçe altta yer delinmedikçe töreni kim bozabilir',-1
'adaletyerinibulmadi yusuf__tekin hmzaydg 5',-1
'daha gorecek gunumuz var vay balim vay balim',-1
'hâla unutamamýþ olmam çok garip',-1
'güvenmiyorum iyi niyetiniz bile kötü',-1
'önceden seni saçmasapan sevmiþler ben sevdiðim aðýr geldi sana',-1
'bir çok gerilla nýn yeleðinin sol iç cebinde serokapo un çekildiði son resmi vardýr httptcoybzg1jki0j',-1
'insanlarý sinirlendirmeyi neden bu kadar çok seviyorum acaba zjszisixhsh',-1
'kimseye acimicaksin bu devirde',-1
'buna bi guzel gulunur',-1
'senin babanýn düþman larýn ý sikiyim deðiþik deðiþik duygularamý dalýyon lan',-1
'yine yeniden  ? ? ordu in ordu httpstcos0rdhm3joi',-1
'keþke mutlu olsam sjsdb',-1
'anladýk sevgilin var ve buluþtunuz ama 20 tane fotoðraf atmanýza gerek yoktu caným',-1
'allah kimseye devlet bahçeli yüzsüzlüðü vermesin',-1
'hergunyenibilg mutluluk kiþisel bir meseledir koþul ve standart meselesi deðil httptcoegnzaeasus',-1
'bahtsýzlýklarýmýzý da mutluluklarýmýzý da abartýrýzaslýnda ne söylediðimiz kadar bahtsýzýzdýr ne de söylediðimiz kadar mutlu',-1
'bence artýk sen de herkes gibisin',-1
'boþu boþuna havalara girmeye gerekvarmý  ?',-1
'þimdi soru þu sana',-1
'simdi farkettimki 2 aydir ders stresiyle uðraþýyorum son bi haftam kaldý tatile hasret kaldm resmenn',-1
'oyunda bile fakirim fakirlik ruhuma iþlemiþ',-1
'izmir hiç kimsenin kalesi deðildir ! ak partinin kalesidir ! diyen davutoðlunun kafasýndan istiyorum ? ? ? ? ? ? ? ?',-1
'paralel durumlar yakaköy in izmir türkiye w gozdebeykoylu httpstcowzqpwbp1up',-1
'hastayken sýnav çekilmiyormuþ gerçekten',-1
'yakýnlarda ki uzaklýk',-1
'ya lütfen bi espiri bi gün yapýlsýn dilediðinizce 1 gün içinde yazýn ama 1 espiriyi her gün görmekten sýkýlýyorum yaþama sevincim kalmýyo ? ?',-1
'annem basýn saðolsun diye arkadaþýný aradý telefona ölen kiþi çýktý  ? ? ? ? ? ?',-1
'ne bedduam var ne de ahým kalmayý kimseye insafýmaffedemem ben bunlarý geç',-1
'sýk sýký sýkýcý sýkýl sýkýlmak iþte böyle þeyler çocuklar',-1
'bu akþam garip bir gökyüzü httptco1au3ybrv24',-1
'patlýcanýn reçel olduðu þu dünyada senden bir bok olmayacak ona üzülüyorum',-1
'yalnýzlýðýma laf etmeyin o benim tek arkadaþým',-1
'hep verilen sözlere inandýðýmýz için kaybediyoruz tam da iyi niyetimizden vurulup yaralanýyoruz',-1
'bodrumda hayat zor þu an',-1
'yetmedi mi httptcowuezvqf02q',-1
'okullar acilsin artik bence',-1
'asýl zor olan olmayacak þeyin hayalini kurmak deðil olmayacak insanlarý o hayale sýðdýrmaya çalýþmak',-1
'çekemiyosan beni çatla geber geber ? ? ? ?',-1
'ben uyudum bu bebe uyumadý bi uyusada ohh çeksem be moruk ohhhg desem sevinsem biraz heycanlansam huzur bulsam olmazmý çok mu þey istiyorum',-1
'hayat mutsuz olmak için çok kýsa',-1
'affedince yorulur insan yalnýz kaldýðýnda bir deama insaný en çok yoran þey hayal kurmaktýr olmayacaðýný bildiði halde',-1
'hiç bi koþul birini yarý yolda býrakacak kadar orospu çocuðu olmamalýdýr',-1
'acim ama yemek istemiyorum ruh halime acidim yeminle',-1
'izlediðim güzel filmden sonra kendi hayatýma dönmek çok boktan',-1
'hep kiriliyoruz ama yinede hep bi mallik pesindeyiz',-1
'bir mekana oturdugunda arabanin anahtari masaya koyulmaz beyler gorgusuzlugunuzu belli etmeyin',-1
'aq twitterin çalýnmasý ne kötü biþemiþ djdndj d',-1
'benim feministligim çirkin erkeklere sen canýný sýkma tatlý çocuk',-1
'bugun daha cumartesi ! ! ! girlsoutnight',-1
'hayat þaka gibi ama komik deðil iþte',-1
'alýþveriþe doyamayan ben  ! !',-1
'unutmak deðilde yokluðuna alýþmak gerek bazen  ! ! !',-1
'satýcý çocuklar için lütfen zabýtayý meþgul etmekte çekinmeyin yapacagýnýzýn en iyisi bu  ? ? kýzýlay httpstcohzvas8s76t',-1
'papatyalar kadar saf ve temizdik hepimiz zaten he he  ? ? ? ?',-1
'ben ankara kadar soðuk sen ankaradan daha da soðuk',-1
'bu günlerin yarýnlarý da böyleyse yarraðý yedik',-1
'beni defalarca üzen birini defalarca sevdim',-1
'mal mal oturanlar',-1
'dur polis kelimesini anlamýyorum adam zaten polis olduðunu bildiði için kaçýyor amk',-1
'bu takýmý mahvettiniz allah belanýzý versin !',-1
'þimdide bizde dýþarý çýkma sýrasý',-1
'þimdi hep beraber aðlýyoruz aglamayani doverim',-1
'az önceki olan kazayý iyiki görmemisim ya içim parçalandý allah yardým etsin acil þifalar',-1
'boþ insanlarýn boþ muhabbetlerini dinlemek ? ? ? ?',-1
'e gidiyon madem canýmý hepten söküp alaydýn',-1
'egon patlamýþ heralde tatlým hava kaçýrýyosun  ? ?',-1
'zaten neye çok hevesli olursan o olmuyo sonunda',-1
'sana gülmek çok yakýþýyor dedi ve aðlatti ',-1
'mesai dewam ediyor matbaacilar sokagi httpstcotff84dqquu httptcovbc8zqlp5d',-1
'amk bunun sonu iyi deðil hortum filan geldi galiba',-1
'bad boy mavisi saçýn var çirkinim diyorsun sus istersen ?',-1
'ertu allah cezaný vermesin kimin kanýndan olduðun belli ahshahs',-1
'ah ulan doktor espri yapma sen þimdi alkolü býraksammýþta üç yýl kanýmdaki yetermiþte sus mkoduðum',-1
'týp ne kadar ilerlerse ilerlesin sendeki bu geri zekalýlýða çözüm bulunamaz caným ya',-1
'dayak istiyor bak',-1
'sinirim bozuldukca kek yapiyorum bu ne aq',-1
'laf ile deðil yürek ile sevmek göt ister',-1
'azrail gel beni ayit olduyum gere götür bana göre deyil bu hayat gel beni götür ne olur ',-1
'þairler sevdiðine kavuþamayýnca þiir olurmuþ meðerse',-1
'piç hakemmmpiçcç',-1
'benimsin kadar samimi bir kelime daha yok',-1
'bazen iyiki saðlýk okuyorum diyorum',-1
'beni güldürmek için bin takla atan bir erkek zaten var httptcondb20akx3x',-1
'olmayacak bir hayale kaptýrdým kendimi bulamam yolumu sen olmayýnca',-1
'erdoðanýn egemen baðýþ sevgisi dillere destan ! httptcorbxg7kckay httptcoawx2fo0mi4',-1
'lan bu nasýl tatli ? olmamýþ bu bidaha istiyorum bitirmeyin',-1
'yaþasýn tam baðýmsýz ayyaþlardüz yolda gidemeyenler httptcochd7ulm3q5',-1
've biz ölmediysek eðer anlamsýz bu ayrýlýk',-1
'çok güzel bir ülkemiz var ama bizimülkenin kýymetini bilen yok !',-1
'banyo olmasaymýþ bitirmiþiz yaa',-1
'ne biçim insanlarsýnýz ya',-1
'biz aðzýmýzda iðne varken bile konuþuyoruz bize sus diyemessiniz',-1
'þeytan diyoki git dal þu mal karý ya allahýn cahili ya',-1
'meltemin dediði gibi çirkinlikten ölecem httptcooy1oqzfpt3',-1
'bir babanin oðluna tek öðüdü oðlum dünya bir gün bir gecelik bir saatlik deðil yalanla yükseleceðine doðruyla alçalki takdir edilebilesin',-1
'ah bu þarkýlarýn gözü kör olsun',-1
'ya ulan ben senin tivitlerini daha atmadan favlýyodum sen favlamaya üþeniyosun defol hayatýmdan defol',-1
'kýrmaya korktuðun kiþi seni iki dakika da paramparça eder',-1
'çok zor bir baþkasýyla olduðunu bilmek ',-1
'o kadar ozellik varken neden gerizekali olmayi sectin  ?',-1
'artýk bambaþka bi insan olucam kimseye zerre deðer yok ! ! ! ! !',-1
'ergen iþi bulduðum snapchati yüklemiþ bulunuyorum kendimden utanýyorum',-1
'güvenmiyorum iyi niyetiniz bile kötü',-1
'ne vurdu be rm golüne ayaklanmaktan nefret ediyorum',-1
'bana masal anlatma prestige cinema in ankara httpstcod66at1jbef',-1
'yaa ben de insaným be dddd karþýyaka çarþý in karþýyaka izmir türkiye w bymurat10 httpstcosbaldio5f0',-1
'an gelir sinirlenirsin kýskanýrsýn canýn yanar yumruðunu sýkarsýn ama sesin çýkmaz',-1
'sevgýlýler gununde bana hedýye alan erkek degýl nýkah gununde soz verecek adam lazým',-1
'tüm ameleleri ticarete doldurmuþlar lan ddd',-1
'hayat iðrenç bir þekilde sýkýcý bu ne biçim hayat yaa  british town english language schools httpstcoiq62bhxcnj',-1
'hic bi anne evladinin sayesinde kufur yemeyi haketmez',-1
'kaybeden ben olmam kaybeden benden olur',-1
'o nasýl tag amk',-1
'an gelir sinirlenirsin kýskanýrsýn canýn yanar yumruðunu sýkarsýn ama sesin çýkmaz',-1
'bekarlýk sultanlýkmýþ ! saptan sultanmý olur lan ',-1
'suskunluk kimseyi yanýltmasýn çünkü susan konuþursa kimse kaldýramaz',-1
'ben bu havalarda þalým uçmasýn diye kaç tane iðne taktýðýmý hatýrlamýyorum kýz ne bone takmýþ ne iðne insan gerçekten hayret ediyor',-1
'hadi býraktým adým hiçbi zaman doðru yazýlmýyodaa doðru yazdýðýnýz zaman soyadýmda doðru olsaydý keþkemm p httptcopm8g20pk37',-1
'of ya rüyaymýþ üzüntüsü',-1
'davutoðlunun izmirdeki konuþmasýný dinledim konuþma tarzý facia insanýn beynini kemiriyo hal ve hareketleri tribün lideri gibi',-1
'ama yine de sorsalar gelsin mi diye yanacaðýmý bile bile gelsin derdim !',-1
'sevgimi helal etmiyorum daha nolsun dedi kadýn',-1
'canýný istese canýný verecegin insanlarin böyle konuþmasý ne diycegini bilmiyor ki insan',-1
'hangimizin kafasý karýþýk deðilki',-1
'halil sezai bizim akraba mi acaba aq hep alkolik tavýrlar falan',-1
'an gelir sinirlenirsin kýskanýrsýn canýn yanar yumruðunu sýkarsýn ama sesin çýkmaz',-1
'çanakkaledeki fýrtýna beklentisi yüzünden belki gelemeyebilirim lüleburgaza ',-1
'bildiðin koca bir boþluk oldu',-1
'deliler mükemmeldir siz siz olun insan olmayýn',-1
'ereðliye bi üst gecit yapmýslar trafik istanbul trafigine dönmüss',-1
'hepiniz oç beþiktaþ in istanbul türkiye httpstcoirof1dujvt',-1
'rüzgarýnla yamulttun bursaa',-1
'bana masal anlatma ? ? ? ? gcity sinemalarý giresun_uni in giresun türkiye httpstco55q0whkiib',-1
'önüm arkam saðým solum boþ gereksiz insan',-1
'eskiye döndüm sen bana göre deðilsin',-1
'yaz gelse mutluluk gelse bana göre deðil bu mevsimler',-1
'hayatimýn 75i trafikte geçiyor',-1
'þu boktan hayatta iyiyim demekten sýkýldým ',-1
'ben soðuk biri deðilim sadece seninle konuþacak bir þeyim yok',-1
'erosa sormuþlar neden eskisi gibi aþk oku atmýyorsun eros cevap vermiþ oranýz ayrý buranýz ayrý oynuyor denk getiremiyorum',-1
'maltepe dunya gozun önünden taksiye bile binmem',-1
'kýzýn evi starbucksa yakýn benim evim bime psikolojik olarak fakirleþtim ',-1
'bazen çok özlersin elinden bi þey gelmez yaa bûrkemm hocayý öyle özledim ',-1
'futbol bi ölüm kalým meselesi degildir ondan cok daha önemlidir httptcocctyp228nd',-1
'askere taþ atan orospu çocuðudur net',-1
'sen karakterini bozma býrak bozanlar kaybetsin',-1
'adýný duyduðum an aklým gidiyor',-1
'sana gücüm yok',-1
'çok güzel kýzlar var içleri berbat olan',-1
'ya ümitlerde tükenirse',-1
'çok sýkýldým çok bunaldým',-1
'o halde birbirimize bakalým ve dürüst olalým ',-1
'bazý hakikatler aðýr geldi bize',-1
'yalnýzlýk allaha mahsustur',-1
'her dediðime tamam der asla güvenmez d çok severim kendisini',-1
'allahin unuttugu yerdeyim aq ufuktepe in ankara türkiye httpstco2ujclk3s6b',-1
'küçükken koltukta uyuyup yatakta uyanmak gibi özel güçlerimiz vardý',-1
'bi gece disari cikip ertesi gun pert oluyosaniz belki de yaslaniyosunuzdur',-1
'geberdiniz mi lan  ?',-1
'ütümü helal etmem  ? ?',-1
'yine hüsran',-1
'çok çalýþmam lazým çoook aydemirler gýda ihtiyaç maddeleri in canakkale httpstcogxidc3hsdz httptcok1kdjbjdcx',-1
'günde iki kere bakýrköye gitmek hiç akýl kârý deðil aslýnda',-1
'hep bizim burda kaza oluyor anasýno satim bir trafik ýsýklarý yapmadýnz gotler',-1
'elektrik gitmese iyi þehir aslýnda',-1
'yeter eve týkýlýp kaldýmmm',-1
'ama kardeþinde seninle gelicek dedi ofsayt',-1
'iki yüzlüler ve yalancýlarr çok komiksiniizzz iyiki yoksunuz iyiki varsýnýz dediklerimiz bize yeterrrr ',-1
'maymun belgeseli izlenir ? ? ? ?',-1
'hayat size guzelse bize mükemmel yanlýþýnýz olmasin antalyaliyiz biz ? ? ? ? ? ?',-1
'kankasýnýn sevgilisine yavþamak hobimi zevk mi alýyonuz',-1
'eyeliner bilmeyen sürmesin savaþa giden asker gibi görünüyorsunuz',-1
'oldugu kadar olmadýðý kader ? ? ? ?',-1
'leyla leyla olali boyle mecnun gormedi dicem ama gercekten simdilerde mecnun m si bile yok ',-1
'100 tane foto çekindik ama eve gelince hiçbirini beðenmedik mutlumusunuz',-1
'gün geliyor insan kendi elleriyle yarattýðý adamýn egosunun altýnda eziliyormuþ',-1
'kupon yapmýþ galatasaraya alt oynamýþ naapsýn umut fakirin ekmeði  ? ?',-1
'kadýnlar yanlýþ erkeðe aþýk olur erkekler ise doðru kadýna yanlýþ yapar',-1
'kahrolsun kahrolmamis kahrolmasi gereken kahrolasi seyler !',-1
'siktigim trafik yüzünden maci izleyemicem aq',-1
'ne gerizekalý bi kýzsýn',-1
'ya neden biona butch yaziyosun neden nedeeeen jsjdjfdjfofkjskdifk',-1
'o kadar saat trafikte beklemeye aliskin degilim ben sýkýlýyoruum',-1
'acapella 600 e yaklaþtý þarký 200 anca oldu amk bu ne',-1
'insanlar gidiyor insanlar deðiþiyor durun diyemiyorum',-1
'hayatimda 2 kez yedigim tekmeydi dostumdan',-1
'su meydan okuma olaylarýndan gýna geldi artik',-1
'rol yapsana yine z ? ? ? ?',-1
'ortada ruh hastasý olmamak için hiçbir sebep göremiyorum',-1
' benim duyguiarým oyuncak deðii sen fazia çocuksun  ? ? ? ? ? ? ? ?',-1
'istediðini söyleyen istemediðini duyar  ! ! ! httptco2bmff6ruoj',-1
'artýk bende kalanlar can veremez sönmüþ ölmüþ bir aþka izmir rüzgarýna karýþýp çarpsýn o zatý âlinin duvarlarýna çarpsýn çarpsýnkýrsýn',-1
'al götür beni bugün niye geri dönerken benide cahýrmadýn he azrail bari sen yap iztediyimi ',-1
'ama herkes bu kadar iyiyse ben niye bu kadar eksik hissediyorum',-1
'buralar bensiz kalmisti… httptcoctnskr00lp',-1
'öksürmekten ciðerim soldu',-1
'tagi gorunce harry benim dogum gunum yarin cahiller aksnbdjddnj happybirthdayharrystyles',-1
'hiç böyle aðlamamýþtým',-1
'ulan burasý tývýttýr favla dm atýcam nedir  ?',-1
'15 tatil ne kadar da eðlenceli geçmiyor çýlgýnlar gibi evde oturuyoruz',-1
'beni kýskanmýyorkýsýtlamýyor çünkü biz modern bir çiftizdiyen kezocum o sevmediðinden kýskanmýyorkýsýtlamýyor modernlikle alakalý deðil',-1
'kimsiiin kimsin seeen ey bu trafiðin baþýndakiiii  ? ?  ? ?',-1
'sevemez kimse seni',-1
'yalnýz kalmak deðil de yalnýz hissetmek çok kötü',-1
'anlattýklarým karþýmdakinin anlayabildiði kadar',-1
'az daha kýzýn götünü kaldýrsaydýn aq bu ne böyle',-1
'zaten dünya tadýmlýk bir yer deðil mi  ?',-1
'sünger bob patrick o bir sýfýr',-1
'hiç kimseye hiçbir þey ispatlamak zorunda deðilim nasýl olsaa',-1
'sevdiklerinizi incitmeyin çünkü onlarý bir gün incitmek için bile bulamayabilirsiniz',-1
'adalet bu mu',-1
'baþbakan duyarmi',-1
'siz nasil babanne dedesiniz amk siz olmamýsýnýz yapamamýslar ',-1
'bundan sonra herkes ederi kadar',-1
'bi kiz sevgilisiyle babasini nasil ayni kefeye koyabilir aq',-1
'eðer ikinci kez saygýsýzlýkla karþýlaþmak istemiyorsan',-1
'sýkýldýkk artýk dýþarý çýkalýmmm ',-1
'ne demek iyiyim ? kaç gündür konuþmuyoruz nasýl iyi olabilirsin  ?',-1
'uyari iki nesil sonra biz yok olacagýz',-1
'koç burçlarý kolay sinirlenir ancak kin tutmazlar sabýrsýzdýr ve alýþkanlýklarýndan kolayca vazgeçmezler',-1
'hadi bakalým yýkabiliyomusunuz apartmaný  ? ? ? ? ? ? ? ?',-1
'ne kadar gereksiz bir gun bende 0 hareket ya',-1
'sevgilisi entel seviyo diye çocugu topa döndürmüs yazik bee ? ? ? ?',-1
'bi hayat standartý varbir de bunun kýymetini bilemeyen salaklarr',-1
'yalnýz hissetmiyorum yalnýz hissettiriyorlar',-1
'trafikte minibüs arkadan çarptý kaçtý trafik polisi karakola karakol hukuk mahkemesine yönlendirdi doðrusu ne ? ne yapayým  ?',-1
'sevgisizlik mutsuz kýlýyor sevgimizle mutlu deðiliz',-1
'slm yazcaniza selam yazsaydiniz bukadar yalniz olmazdik belki jxjcm',-1
'kendimi ikinci el maza gibi hise diyorum  ? ? ? ? ? ?',-1
'yarý yoldan dönmek iþin bahanesi',-1
'dur beynimi çýkarýyým da eþit þartlarda konuþalým',-1
'aþkýmýz bitecek böyle giderse bende hiç günah yok kabahat sende diye diye bitti iþte ',-1
'hak verilmez alýnýr ! hadi bakalým ibffliler sesinizi yetkililer umarým duyaren azýndan bugünkü progmýmdan duyurdum salýda yazacam',-1
'birader yaþýn 20 olmuþ hala netten karý kýz düþürme peþindesin',-1
'insanýn canýný en çok da belirsizlikler acýtýr ya hep ya hiçya var ya yokya iyi ya kötü olsun ama net bir þey olsun arada kalmak sýkýntý',-1
'ne yaþattýysan aynýsýný yaþaman dileðiyle',-1
'sende otur bi düsün',-1
'babam televizyonda prezervatif reklamý çýkýnca bana bakýyor sonra gidip bi sigara yakýyor aq',-1
'sen beni göre göre deðilbile bile öldürüyorsun !',-1
'sen bana haramsin',-1
'100 liralýk futbolcusun 10 paralýk top oynamadýn bale  ! ! !',-1
'kimse sizden daha deðerli deðilboþverin ',-1
'yeni bir indirim çýkmýþ 5020 nasýl kazýk bir fiyatsa bu ind oranýyla bile pahalý kufur küfür',-1
'ne kadan sýkýcý bir gun',-1
'aklý öldürürsenahlak ölürakýl ve ahlak öldüðünde millet bölünürkadýyý satýn aldýðýn gün adalet ölüradaleti öldürdüðün gün devlet ölür',-1
'sýkýlmaktan ölüp gidicem',-1
'biz bize düþtük',-1
'herkes kendi evinin önündeki cahili süpürse dünya tertemiz biyer olur',-1
'allah var gam yok',-1
